-2.955,3.38566e+06
-2.932,3.38537e+06
-2.909,3.38284e+06
-2.886,3.38372e+06
-2.863,3.3853e+06
-2.84,3.38885e+06
-2.816,3.39046e+06
-2.793,3.38892e+06
-2.77,3.38788e+06
-2.747,3.38702e+06
-2.724,3.38658e+06
-2.7,3.38848e+06
-2.677,3.39026e+06
-2.654,3.38858e+06
-2.631,3.38776e+06
-2.608,3.38713e+06
-2.585,3.38688e+06
-2.561,3.38809e+06
-2.538,3.38687e+06
-2.515,3.38614e+06
-2.492,3.38821e+06
-2.469,3.3883e+06
-2.445,3.38646e+06
-2.422,3.38745e+06
-2.399,3.38705e+06
-2.376,3.38592e+06
-2.353,3.38581e+06
-2.33,3.38568e+06
-2.306,3.38815e+06
-2.283,3.38864e+06
-2.26,3.38691e+06
-2.237,3.38701e+06
-2.214,3.38919e+06
-2.19,3.38878e+06
-2.167,3.38581e+06
-2.144,3.38528e+06
-2.121,3.38639e+06
-2.098,3.38663e+06
-2.075,3.38646e+06
-2.051,3.38623e+06
-2.028,3.38712e+06
-2.005,3.38871e+06
-1.982,3.38707e+06
-1.959,3.38556e+06
-1.936,3.3864e+06
-1.912,3.38622e+06
-1.889,3.38617e+06
-1.866,3.38498e+06
-1.843,3.3848e+06
-1.82,3.385e+06
-1.796,3.38359e+06
-1.773,3.38473e+06
-1.75,3.38721e+06
-1.727,3.38558e+06
-1.704,3.384e+06
-1.681,3.38505e+06
-1.657,3.38566e+06
-1.634,3.38552e+06
-1.611,3.38516e+06
-1.588,3.38435e+06
-1.565,3.38517e+06
-1.541,3.38481e+06
-1.518,3.38383e+06
-1.495,3.38302e+06
-1.472,3.38397e+06
-1.449,3.38287e+06
-1.426,3.38318e+06
-1.402,3.38377e+06
-1.379,3.38131e+06
-1.356,3.38138e+06
-1.333,3.38299e+06
-1.31,3.38307e+06
-1.286,3.38166e+06
-1.263,3.38236e+06
-1.24,3.3819e+06
-1.217,3.38094e+06
-1.194,3.37929e+06
-1.171,3.37879e+06
-1.147,3.37754e+06
-1.124,3.37428e+06
-1.101,3.37368e+06
-1.078,3.3702e+06
-1.055,3.36493e+06
-1.031,3.36121e+06
-1.008,3.35801e+06
-0.985,3.35671e+06
-0.962,3.35474e+06
-0.939,3.3531e+06
-0.916,3.35261e+06
-0.892,3.35243e+06
-0.869,3.35278e+06
-0.846,3.35416e+06
-0.823,3.35595e+06
-0.8,3.36077e+06
-0.777,3.36224e+06
-0.753,3.36024e+06
-0.73,3.3635e+06
-0.707,3.36505e+06
-0.684,3.36728e+06
-0.661,3.37118e+06
-0.637,3.37142e+06
-0.614,3.37233e+06
-0.591,3.37398e+06
-0.568,3.37454e+06
-0.545,3.37642e+06
-0.522,3.3785e+06
-0.498,3.37775e+06
-0.475,3.37852e+06
-0.452,3.38127e+06
-0.429,3.37999e+06
-0.406,3.37953e+06
-0.382,3.3814e+06
-0.359,3.38131e+06
-0.336,3.38189e+06
-0.313,3.38305e+06
-0.29,3.38379e+06
-0.267,3.38213e+06
-0.243,3.38088e+06
-0.22,3.38166e+06
-0.197,3.3831e+06
-0.174,3.38307e+06
-0.151,3.38227e+06
-0.127,3.38331e+06
-0.104,3.38454e+06
-0.081,3.38402e+06
-0.058,3.38114e+06
-0.035,3.38167e+06
-0.012,3.38204e+06
0.012,3.38218e+06
0.035,3.38298e+06
0.058,3.38501e+06
0.081,3.38434e+06
0.104,3.38345e+06
0.127,3.38411e+06
0.151,3.38316e+06
0.174,3.38391e+06
0.197,3.38474e+06
0.22,3.3847e+06
0.243,3.38407e+06
0.267,3.38555e+06
0.29,3.38441e+06
0.313,3.3837e+06
0.336,3.38617e+06
0.359,3.38572e+06
0.382,3.38456e+06
0.406,3.38441e+06
0.429,3.38374e+06
0.452,3.38258e+06
0.475,3.38276e+06
0.498,3.38241e+06
0.522,3.38285e+06
0.545,3.38441e+06
0.568,3.38409e+06
0.591,3.38367e+06
0.614,3.3828e+06
0.637,3.38139e+06
0.661,3.38324e+06
0.684,3.3841e+06
0.707,3.38278e+06
0.73,3.38187e+06
0.753,3.379e+06
0.777,3.37978e+06
0.8,3.38105e+06
0.823,3.37852e+06
0.846,3.37725e+06
0.869,3.37608e+06
0.892,3.37511e+06
0.916,3.37403e+06
0.939,3.37217e+06
0.962,3.37064e+06
0.985,3.36982e+06
1.008,3.3696e+06
1.031,3.3667e+06
1.055,3.36298e+06
1.078,3.36207e+06
1.101,3.36206e+06
1.124,3.35893e+06
1.147,3.35546e+06
1.171,3.3535e+06
1.194,3.35175e+06
1.217,3.35101e+06
1.24,3.35177e+06
1.263,3.35251e+06
1.286,3.35371e+06
1.31,3.35455e+06
1.333,3.35718e+06
1.356,3.36178e+06
1.379,3.36576e+06
1.402,3.36829e+06
1.426,3.37197e+06
1.449,3.37651e+06
1.472,3.37487e+06
1.495,3.37532e+06
1.518,3.37896e+06
1.541,3.38123e+06
1.565,3.38106e+06
1.588,3.38037e+06
1.611,3.38174e+06
1.634,3.38368e+06
1.657,3.38486e+06
1.681,3.38351e+06
1.704,3.38116e+06
1.727,3.38247e+06
1.75,3.38254e+06
1.773,3.3818e+06
1.796,3.38196e+06
1.82,3.38321e+06
1.843,3.3852e+06
1.866,3.38345e+06
1.889,3.3825e+06
1.912,3.38408e+06
1.936,3.38361e+06
1.959,3.38339e+06
1.982,3.38482e+06
2.005,3.38487e+06
2.028,3.38301e+06
2.051,3.38325e+06
2.075,3.38658e+06
2.098,3.38528e+06
2.121,3.38374e+06
2.144,3.38555e+06
2.167,3.3859e+06
2.19,3.38492e+06
2.214,3.38365e+06
2.237,3.38546e+06
2.26,3.38649e+06
2.283,3.38748e+06
2.306,3.38603e+06
2.33,3.38524e+06
2.353,3.38618e+06
2.376,3.38553e+06
2.399,3.38458e+06
2.422,3.38546e+06
2.445,3.38787e+06
2.469,3.38746e+06
2.492,3.38711e+06
2.515,3.38744e+06
2.538,3.38608e+06
2.561,3.38401e+06
2.585,3.38519e+06
2.608,3.38623e+06
2.631,3.38533e+06
2.654,3.38656e+06
2.677,3.38686e+06
2.7,3.38698e+06
2.724,3.38625e+06
2.747,3.38502e+06
2.77,3.38567e+06
2.793,3.3863e+06
2.816,3.38652e+06
2.84,3.38732e+06
2.863,3.38838e+06
2.886,3.38717e+06
2.909,3.38804e+06
2.932,3.38896e+06
2.955,3.38874e+06
